Titel Geschäft;Link Dokument
Interpellation Nr. 76 Annina von Falkenstein betreffend Informationsbedarf der Hauseigentümerschaften über Neu- oder Umbauten und Renditemöglichkeiten vor dem Hintergrund des verstärkten Mieterschutzes;https://grosserrat.bs.ch/?dnr=23.5308.02
"Bericht der Bildungs- und Kulturkommission zum Ratschlag betreffend Kantonale Volksinitiative "" Kinderbetreuung für Alle"" und Gegenvorschlag ""für eine bedarfsgerechte, finanziell tragbare und qualitativ hochwertige familienergänzende Kinderbetreuung""";https://grosserrat.bs.ch/?dnr=21.0998.05 23.5024.02
Interpellation Nr. 73 André Auderset betreffend staatlich unterstützte Abzockerei auf dem Basler Markt?;https://grosserrat.bs.ch/?dnr=23.5300.02
Interpellation Nr. 84 Heidi Mück betreffend Provisorium für die Primarschule Kleinhüningen auf dem Ackermätteli;https://grosserrat.bs.ch/?dnr=23.5318.02
Anzug Sandra Bothe und Konsorten betreffend Einführung eines Praktikums in der Fachmaturitätsklasse Pädagogik für zukünftige Lehrpersonen;https://grosserrat.bs.ch/?dnr=22.5523.02
Schriftliche Anfrage Nicola Goepfert betreffend problematisches Zusatzabkommen V des Regierungsrates mit dem Bürger-rat und der Christoph Merian Stiftung bezüglich der CMS-Fördermittel-Verteilung und -Verwendung;https://grosserrat.bs.ch/?dnr=23.5377.02
Interpellation Nr. 77 Michael Hug betreffend notwendige Korrektur des Vertrauensverlustes von Wohnungsbau-Investoren;https://grosserrat.bs.ch/?dnr=23.5309.02
Schriftliche Anfrage Bruno Lötscher-Steiger betreffend Hochschule für Informatik muss nach Basel;https://grosserrat.bs.ch/?dnr=23.5432.01
Schriftliche Anfrage Andrea Elisabeth Knellwolf betreffend Mitnahme von Velos in Tram und Bus BVB/BLT;https://grosserrat.bs.ch/?dnr=23.5430.01
Schriftliche Anfrage Brigitte Kühne betreffend Mehrkosten bei Werkleitungsumlegungen zugunsten von Bäumen;https://grosserrat.bs.ch/?dnr=23.5429.01
Schriftliche Anfrage Brigitte KIühne betreffend CO2 negativem Asphalt - flächendeckender Einsatz;https://grosserrat.bs.ch/?dnr=23.5428.01
Schriftliche Anfrage Brigitte Kühne betreffend Anreize für Fassadenbegrünungsaktion für Private;https://grosserrat.bs.ch/?dnr=23.5427.01
Interpellation Nr. 113 Balz Herter betreffend unkompliziertem Umgang mit Arbeitszeitverschiebungen auf Baustellen bei extremer Hitze;https://grosserrat.bs.ch/?dnr=23.5431.01
Interpellation Nr. 112 Lisa Mathys betreffend Einschätzungen zur Verkehrsentwicklung im Osten der Stadt;https://grosserrat.bs.ch/?dnr=23.5426.01
"Bericht der Bau- und Raumplanungskommission zum Ratschlag betreffend Campus Gesundheit; Änderung des Bebauungsplanes Nr. 215 vom 20. Mai 2015 und Abweisung der Einsprachen sowie Mitbericht der Gesundheits- und Sozialkommission";https://grosserrat.bs.ch/?dnr=22.0933.02
Anzug Franziska Roth-Bräm und Konsorten betreffend ÖV-Verbindung nach Inzlingen;https://grosserrat.bs.ch/?dnr=15.5295.05
Ratschlag betreffend Ausgabenbewilligung für Staatsbeiträge für 20 Trägerschaften der Quartierarbeit in den Jahren 2024 bis 2027;https://grosserrat.bs.ch/?dnr=23.0849.01
Motion Joël Thüring betreffend ÖV neu denken - ÖV in der Innenstadt attraktiver gestalten;https://grosserrat.bs.ch/?dnr=23.5421.01
Anzug Brigitte Kühne und Konsorten betreffend entsiegelte sowie ökologisch aufgewertete Verkehrsinseln und Verkehrskreisel;https://grosserrat.bs.ch/?dnr=23.5422.01
Schreiben des RR betreffend Ausgabenbewilligung für Staatsbeiträge an den Verein Diakonische Stadtarbeit Elim für das Angebot Hey-U Intensiv - Unterbringung von Menschen mit schwerer Substanzabhängigkeit und psychischer Erkrankung mit/ohne Fürsorgerische Unterbringung für die Jahre 2024 bis 2027;https://grosserrat.bs.ch/?dnr=23.1189.01
Schriftliche Anfrage Pascal Pfister betreffend Lehre in überbetrieblichem Verbund;https://grosserrat.bs.ch/?dnr=23.5365.02
Anzug Mark Eichner und Konsorten betreffend Gewerbeflächen für klassische Handwerksbetriebe auf dem Hafenareal;https://grosserrat.bs.ch/?dnr=14.5672.05
Anzug Brigitte Kühne und Konsorten betreffend grossflächiger Entsiegelung von Parkplätzen;https://grosserrat.bs.ch/?dnr=23.5425.01
Anzug Brigitte Kühne und Konsorten betreffend einfachere Umsetzung Begegnungszonen;https://grosserrat.bs.ch/?dnr=23.5423.01
Motion Annina von Falkenstein und Konsorten betreffend mit U-Abo bis zu den FHNW-Standorten Brugg und Olten;https://grosserrat.bs.ch/?dnr=23.5230.02
Motion Sasha Mazzotti und Konsorten betreffend Basel pro Klima: Erhalt und Erhöhung der Biodiversität;https://grosserrat.bs.ch/?dnr=19.5144.03
Anzug Brigitte Kühne und Konsorten betreffend entsiegelten und biodiversitätsfördernden Kindergarten, Schul- und Universitätsarealen;https://grosserrat.bs.ch/?dnr=23.5424.01
Anzug Oliver Thommen und Konsorten betreffend ein attraktives Zentrum für Gundeldingen;https://grosserrat.bs.ch/?dnr=21.5518.02
Motion Franziska Roth und Konsorten betreffend genügend Unterrichtszeit für alle;https://grosserrat.bs.ch/?dnr=23.5229.02
Interpellation Nr. 111 Oliver Thommen betreffend Massnahmen während Hitzeperioden;https://grosserrat.bs.ch/?dnr=23.5420.01
Interpellation Nr. 110 Catherine Alioth betreffend Zukunft Liegenschaft Venusstrasse 7 in Binningen;https://grosserrat.bs.ch/?dnr=23.5418.01
Schriftliche Anfrage Sandra Bothe betreffend Umgang mit Hitzeperioden an Schulen;https://grosserrat.bs.ch/?dnr=23.5419.01
"Petition P466 ""Boulevard Tellplatz""";https://grosserrat.bs.ch/?dnr=23.5417.01
Interpellation Nr. 109 Jenny Schweizer betreffend Adressen von Jungwähler;https://grosserrat.bs.ch/?dnr=23.5415.01
Schriftliche Anfrage Franziska Roth betreffend Teilnahme von Kindern mit Wohnsitz Riehen und Bettingen in den Tagesferienangeboten der Stadt Basel;https://grosserrat.bs.ch/?dnr=23.5312.02
Ausgabenbericht betreffend Erhöhung des Staatsbeitrags für die BAS Beratungsstelle für Asylsuchende der Region Basel für die Jahre 2024 bis 2026;https://grosserrat.bs.ch/?dnr=23.1116.01
Anzug Pascal Messerli und Konsorten betreffend kantonaler Massnahmenplan zur Bekämpfung von Antisemitismus;https://grosserrat.bs.ch/?dnr=21.5495.02
Motion David Jenny und Konsorten betreffend Frühlingsputz in der Systematischen Gesetzessammlung: Aufhebung oder Totalrevision des Gesetzes betreffend den Austritt in Behörden, die Beschränkung der Stimmgebung bei Wahlen und die Ausschliessung der Wählbarkeit von Verwandten zu Mitgliedern von Behörden (SG 138.100);https://grosserrat.bs.ch/?dnr=23.5216.02
Schriftliche Anfrage Melanie Nussbaumer betreffend Ferienbetreuung an Schulen;https://grosserrat.bs.ch/?dnr=23.5314.02
Bericht betreffend «Konzept Förderung Jugendkultur»;https://grosserrat.bs.ch/?dnr=22.1729.02
Schriftliche Anfrage Oliver Thommen betreffend Wasserzyklus im Städtebau;https://grosserrat.bs.ch/?dnr=23.5411.01
"Petition P461 ""Erhalt des Grünraums in der Schutzzone Maiengasse - Mittlere Strasse - Friedensgasse""";https://grosserrat.bs.ch/?dnr=23.5095.02
Anzug Nicole Kuster und Konsorten betreffend Aufwertung der Uferböschung des Grossbasler Rheinufers durch den Bau von Baumterrassen;https://grosserrat.bs.ch/?dnr=23.5414.01
Schriftliche Anfrage Niggi Daniel Rechsteiner betreffend Wohnschutzkommission - realistische Voraussetzungen zur Verhinderung eines Sanierungsstillstandes;https://grosserrat.bs.ch/?dnr=23.5413.01
Schriftliche Anfrage Sandra Bothe betreffend der Teilautonomie an Schulen: Harmonisierung, Belastung, Grenzen;https://grosserrat.bs.ch/?dnr=23.5412.01
Universitäres Zentrum für Zahnmedizin (UZB) - Genehmigung der Jahresrechnung 2022;https://grosserrat.bs.ch/?dnr=23.0542.02 23.0536.02
"Universitäre Altersmedizin FELIX PLATTER (UAFP), Felix Platter Spital; Genehmigung der Jahresrechnung 2022";https://grosserrat.bs.ch/?dnr=23.0620.02 23.0536.02
Universitätsspital Basel (USB) - Genehmigung der Jahresrechnung 2022;https://grosserrat.bs.ch/?dnr=23.0536.02
Universitäre Psychiatrische Kliniken Basel (UPK) - Genehmigung der Jahresrechnung 2022;https://grosserrat.bs.ch/?dnr=23.0594.02 23.0536.02
Anzug Tim Cuénod und Konsorten betreffend transparente und faire Verfahren bei der Vergabe von Planungsaufträgen;https://grosserrat.bs.ch/?dnr=18.5439.03
"Anzug Michael Wüthrich und Konsorten betreffend Stoppen des Projekts ""Ausdehnung von E-Voting""";https://grosserrat.bs.ch/?dnr=18.5416.04
Schriftliche Anfrage Eric Weber betreffend Interview von Lukas Ott in der Zeitschrift gout.ch;https://grosserrat.bs.ch/?dnr=23.5325.02
Anzug Beda Baumgartner und Konsorten betreffend Information von Beziehenden von Langzeitnothilfe;https://grosserrat.bs.ch/?dnr=21.5230.02
Ratschlag betreffend Ausgabenbewilligung für den Bau der Neubauten Primarschule Walkeweg sowie Übertragung der Schulhausparzelle vom Finanz- ins Verwaltungsvermögen (Widmung);https://grosserrat.bs.ch/?dnr=23.1067.01
Schriftliche Anfrage Claudia Baumgartner betreffend Qualität der Beschäftigung von Kantonsangestellten;https://grosserrat.bs.ch/?dnr=23.5337.02
Interpellation Nr. 74 Eric Weber betreffend Flughafen-Bus in Basel - warum ist dieser kostenfrei für Reisende, die in Deutschland buchen? Wer bezahlt das?;https://grosserrat.bs.ch/?dnr=23.5303.02
Anzug Mahir Kabakci und Konsorten betreffend Verbesserung der Parkiermöglichkeiten beim und auf dem Friedhof Hörnli;https://grosserrat.bs.ch/?dnr=21.5489.02
Schriftliche Anfrage Eric Weber betreffend wieviele Selbstmorde gab es in Basel?;https://grosserrat.bs.ch/?dnr=23.5283.02
Anzug Beatrice Isler und Konsorten betreffend Bewachung des Rathausinnenhofes;https://grosserrat.bs.ch/?dnr=17.5357.04
Ratschlag des RR betreffend Übertragung einer Staatsliegenschaft vom Verwaltungs-vermögen ins Finanzvermögen (Entwidmung) und einer Liegen-schaft vom Finanzvermögen ins Verwaltungsvermögen (Widmung);https://grosserrat.bs.ch/?dnr=23.1094.01
Schriftliche Anfrage Eric Weber betreffend Basler Polizei auf Social Media;https://grosserrat.bs.ch/?dnr=23.5302.02
Schriftliche Anfrage Eric Weber betreffend warum bekommt Basel kein Geld aus Deutschland?;https://grosserrat.bs.ch/?dnr=23.5291.02
Schriftliche Anfrage Eric Weber betreffend Geschenk-Buch von der Basler Regierung;https://grosserrat.bs.ch/?dnr=23.5287.02
Schriftliche Anfrage Eric Weber betreffend warum wurde die Rathaus-Sitzbank entfernt?;https://grosserrat.bs.ch/?dnr=23.5286.02
Schriftliche Anfrage Eric Weber betreffend Personen mit drittem Geschlecht;https://grosserrat.bs.ch/?dnr=23.5285.02
Motion Sasha Mazzotti und Konsorten betreffend Schaffung einer Fachstelle «Schule und Kultur» nach dem Vorbild des Kanton Zürichs - aus bestehenden Ressourcen;https://grosserrat.bs.ch/?dnr=23.5123.02
Schriftliche Anfrage Eric Weber betreffend E-Bikes bei der Basler Polizei;https://grosserrat.bs.ch/?dnr=23.5284.02
Schriftliche Anfrage Georg Mattmüller zu den Tarifen in der Vergütung der ambulanten Pflege (Spitex);https://grosserrat.bs.ch/?dnr=23.5295.02
Schriftliche Anfrage Eric Weber betreffend Reisen des Regierungsrates;https://grosserrat.bs.ch/?dnr=23.5278.02
Schriftliche Anfrage Eric Weber betreffend Steuern der Flusskreuzfahrt-Industrie in Basel;https://grosserrat.bs.ch/?dnr=23.5279.02
Anzug Oliver Bolliger betreffend sinnvoller Regulierung von Geldspielautomaten im Kanton Basel-Stadt;https://grosserrat.bs.ch/?dnr=20.5292.03
Schriftliche Anfrage Eric Weber betreffend Auseinandersetzungen mit FC Basel-Fans;https://grosserrat.bs.ch/?dnr=23.5282.02
Schriftliche Anfrage Eric Weber betreffend wann darf man den Baum fällen?;https://grosserrat.bs.ch/?dnr=23.5281.02
Schriftliche Anfrage Eric Weber betreffend was zahlt 20 Minuten für die Zeitungsboxen?;https://grosserrat.bs.ch/?dnr=23.5289.02
Schriftliche Anfrage Eric Weber betreffend wieviel bezahlt Basel-Stadt an Stellenbüros?;https://grosserrat.bs.ch/?dnr=23.5280.02
Ratschlag betreffend Nutzung des technologischen Fortschritts zwecks Steigerung der Qualität der Polizeiarbeit Basel-Stadt und Beschaffung eines Virtual Reality-Systems und von vier Ganzkörperscannern;https://grosserrat.bs.ch/?dnr=23.1074.01
Schriftliche Anfrage Andrea Elisabeth Knellwolf betreffend Stausituation St. Alban-Anlage / Zürcherstrasse;https://grosserrat.bs.ch/?dnr=23.5409.01
"Schriftliche Anfrage Andrea Elisabeth Knellwolf betreffend ""Bussen-Falle"" Autobahnauffahrt St. Jakobstrasse";https://grosserrat.bs.ch/?dnr=23.5408.01
Rücktritt von Beat Rudin als Datenschutzbeauftragter des Kantons Basel-Stadt per 30. April 2024;https://grosserrat.bs.ch/?dnr=23.5410.01
Interpellation Nr. 107 Thomas Widmer-Huber betreffend soziale Verantwortung der Basler Kantonalbank;https://grosserrat.bs.ch/?dnr=23.5406.01
Interpellation Nr. 108 Lukas Faesch betreffend schikanierte Hauseigentümer;https://grosserrat.bs.ch/?dnr=23.5407.01
Schriftliche Anfrage Sandra Bothe betreffend zur Entwicklung einer evidenzbasierten kantonalen Digitalisierungsstrategie für die Zukunft des Lernens an den Schulen von Basel-Stadt;https://grosserrat.bs.ch/?dnr=23.5403.01
"Schweizerische Rheinhäfen: Genehmigung des Jahresberichts und der Jahresrechnung 2022; Partnerschaftliches Geschäft";https://grosserrat.bs.ch/?dnr=23.0692.02
Schriftliche Anfrage Heidi Mück betreffend Pick-e-Bike in Kleinhüningen / Klybeck;https://grosserrat.bs.ch/?dnr=23.5402.01
Fachhochschule Nordwestschweiz (FHNW): Bericht über die Erfüllung der Leistungsauftragsperiode 2022;https://grosserrat.bs.ch/?dnr=23.0744.02
Interpellation Nr. 106 Adrian Iselin betreffend Unterstützung der Organisation «RheinWelten» durch den Kanton Basel-Stadt;https://grosserrat.bs.ch/?dnr=23.5400.01
Interpellation Nr. 105 Raoul I. Furlano betreffend Lohngleichheitskontrollen im öffentlichen Beschaffungswesen;https://grosserrat.bs.ch/?dnr=23.5399.01
Anzug Jérôme Thiriet und Konsorten betreffend Lastenveloparkplätze;https://grosserrat.bs.ch/?dnr=19.5428.03
Anzug Joël Thüring betreffend Aufwertung für Gewerbe und Tourismus: Ein Taxistandplatz in Fussdistanz zum Marktplatz;https://grosserrat.bs.ch/?dnr=23.5398.01
Interpellation Nr. 104 Michael Hug betreffend durch die Teilsperrung der Margarethenbrücke verursachte Kosten;https://grosserrat.bs.ch/?dnr=23.5397.01
Schriftliche Anfrage Michael Hug betreffend Begrünungsmassnahmen von Brücken;https://grosserrat.bs.ch/?dnr=23.5396.01
Interpellation Nr. 103 Sasha Mazzotti betreffend Fachbereich Psychomotorik im Kanton BS;https://grosserrat.bs.ch/?dnr=23.5395.01
Schriftliche Anfrage Johannes Sieber betreffend wann gibt's wieder Open-Air Konzerte im Joggeli?;https://grosserrat.bs.ch/?dnr=23.5393.01
Anzug Johannes Sieber und Béla Bartha betreffend Stärkung der Rahmenbedingungen für die Film- und Kreativwirtschaft im Zusammenhang mit «Lex Netflix»;https://grosserrat.bs.ch/?dnr=23.5392.01
Interpellation Nr. 102 Stefan Wittlin betreffend Verkauf der Allmendflächen der Globus-Arkaden;https://grosserrat.bs.ch/?dnr=23.5394.01
Rücktritt von Silvia Rietschi Jenny als Mitglied des Erziehungsrates per 30. Juni 2023 - Wahl eines Mitglieds als Nachfolge von Silvia Rietschi;https://grosserrat.bs.ch/?dnr=23.5391.01
Motion Niggi Daniel Rechsteiner und Konsorten zu Pilotprojekten für Zusammenschlüsse zum Eigenverbrauch (ZEV) über das öffentliche Netz (virtuelle ZEV);https://grosserrat.bs.ch/?dnr=23.5031.02
Ratschlag betreffend Ausgabenbewilligung für die Erweiterung und Sanierung der Primarschule Christoph Merian;https://grosserrat.bs.ch/?dnr=23.0450.01
Motion Joël Thüring und Konsorten betreffend Eindämmung überbordender Bürokratie;https://grosserrat.bs.ch/?dnr=22.5302.03
Schriftliche Anfrage Anouk Feurer betreffend Meldetool und Sensibilisierung sexuelle Belästigung;https://grosserrat.bs.ch/?dnr=23.5242.02
Ratschlag Stadtklimakonzept: Massnahmenprogramm für Fokusgebiete (Handlungsfeld 1), Verwaltungsinterne Zuständigkeiten (Handlungsfeld 7) und Anreizsysteme (Handlungsfeld 9);https://grosserrat.bs.ch/?dnr=23.0813.01
Anzug Beat K. Schaller und Konsorten betreffend Attraktivitätssteigerung des öffentlichen Verkehrs durch Nachttaxi;https://grosserrat.bs.ch/?dnr=19.5182.03
Schriftliche Anfrage Raphael Fuhrer betreffend Entwicklungsareale am Chemiestandort Basel: Schwammstadt versus mit Gift belastete Böden - bevor entsiegelt und begrünt werden kann, müssen die Böden richtig saniert sein;https://grosserrat.bs.ch/?dnr=23.5259.02
Schriftliche Anfrage David Jenny betreffend möglichst rasche Umsetzung der neuen bundesrechtlichen Möglichkeit, Zivilprozesse auf Englisch zu führen;https://grosserrat.bs.ch/?dnr=23.5208.02
Anzug Joël Thüring betreffend Aufwertung des Vorplatzes / Eingangsbereich und der Wartezone für Busreisende am Bahnhof SBB;https://grosserrat.bs.ch/?dnr=23.5388.01
Schriftliche Anfrage Johannes Sieber betreffend Schaffung eines Musikschulgesetzes;https://grosserrat.bs.ch/?dnr=23.5239.02
Schriftliche Anfrage Johannes Sieber betreffend Wohnraumförderung durch Ausbau der Unterstützung bei Planung und Umsetzung der persönlichen altersgerechten Wohnform;https://grosserrat.bs.ch/?dnr=23.5266.02
Anzug Christian von Wartburg und Lisa Mathys betreffend Basel als Gastgeberin eines «Europa-Konzils»;https://grosserrat.bs.ch/?dnr=23.5389.01
Schriftliche Anfrage Melanie Nussbaumer betreffend Sozialleistungen und Steuern;https://grosserrat.bs.ch/?dnr=23.5241.02
Schriftliche Anfrage Jenny Schweizer betreffend Gesundheitsförderung in den Tagesstrukturen/Tagesbetreuungen;https://grosserrat.bs.ch/?dnr=23.5227.02
Schriftliche Anfrage Oliver Bolliger betreffend Umgang der Sozialhilfe Basel-Stadt mit Mietzinsgrenzwerten;https://grosserrat.bs.ch/?dnr=23.5390.01
Schriftliche Anfrage Sandra Bothe betreffend langfristigen und koordinierten Massnahmen bezüglich des Lehrpersonenmangels;https://grosserrat.bs.ch/?dnr=23.5209.02
Schriftliche Anfrage Amina Trevisan betreffend Information, Wissensvermittlung und Sensibilisierung für pensionierte Nichtbeziehenden von Ergänzungsleistungen;https://grosserrat.bs.ch/?dnr=23.5246.02
Schriftliche Anfrage Johannes Sieber betreffend Einführen eines bedingungslosen Grundeinkommens (BGE) aus Einnahmen der OECD-Mindeststeuer;https://grosserrat.bs.ch/?dnr=23.5247.02
Schriftliche Anfrage Eric Weber betreffend Stadtleben in Basel besser gestalten;https://grosserrat.bs.ch/?dnr=23.5292.02
Schriftliche Anfrage Johannes Sieber betreffend Entwicklung der kantonalen Filmförderung aufgrund Strukturwandel der Filmbranche;https://grosserrat.bs.ch/?dnr=23.5240.02
Interpellation Nr. 99 Luca Urgese betreffend politische Bildung;https://grosserrat.bs.ch/?dnr=23.5384.01
"Anzug Melanie Nussbaumer und Konsorten betreffend ""Mit OECD-Mehreinnahmen Armut in Basel reduzieren""";https://grosserrat.bs.ch/?dnr=23.5380.01
Motion Erich Bucher und Konsorten betreffend wirksame Entlastung der Basler Steuerzahlerinnen und Steuerzahler;https://grosserrat.bs.ch/?dnr=23.5383.01
Interpellation Nr. 100 Annina von Falkenstein betreffend Teilsperrung der Margarethenbrücke;https://grosserrat.bs.ch/?dnr=23.5385.01
Anzug Christoph Hochuli und Konsorten betreffend Problemlösungen für die Konflikte auf dem Vorplatz des Bahnhofs SBB;https://grosserrat.bs.ch/?dnr=23.5381.01
"Nachtragskredit ""Erhöhung des Marketing-Engagements des Kantons Basel-Stadt im Rahmen der Swiss-Indoors Basel für das Jahr 2023""";https://grosserrat.bs.ch/?dnr=23.0617.02 22.1133.02
Anzug Bruno Lötscher und Konsorten betreffend Veloroute Gellert-Jacob Burckhardt-Strasse-Gundeldingen;https://grosserrat.bs.ch/?dnr=23.5382.01
Anzug Barbara Heer und Konsorten betreffend öffentliche Aufarbeitung der Kolonialgeschichte Basels;https://grosserrat.bs.ch/?dnr=23.5379.01
Schriftliche Anfrage Catherine Alioth betreffend Förderung von «Quanten-Computing»;https://grosserrat.bs.ch/?dnr=23.5387.01
Ratschlag Verlängerung des Marketing-Engagements des Kantons Basel-Stadt im Rahmen der Swiss Indoors Basel für die Jahre 2023-2026 sowie Nachtragskredit Erhöhung des Marketing-Engagements des Kantons Basel-Stadt im Rahmen der Swiss Indoors Basel für das Jahr 2023;https://grosserrat.bs.ch/?dnr=22.1133.02 23.0617.02
Interpellation Nr. 101 Nicole Kuster betreffend Einführung eines Bachelor-Studiengangs «Sustainable Development» an der Universität Basel;https://grosserrat.bs.ch/?dnr=23.5386.01
Schriftliche Anfrage Sasha Mazzotti betreffend Massnahmen zu Gunsten Quereinsteiger:innenausbildung zur Lehrperson;https://grosserrat.bs.ch/?dnr=23.5376.01
Schriftliche Anfrage Nicola Goepfert betreffend problematisches Zusatzabkommen V des Regierungsrates mit dem Bürger-rat und der Christoph Merian Stiftung bezüglich der CMS-Fördermittel-Verteilung und -Verwendung;https://grosserrat.bs.ch/?dnr=23.5377.01
Schriftliche Anfrage Nicola Goepfert betreffend Härtefallbewilligungen für Sans-Papiers;https://grosserrat.bs.ch/?dnr=23.5378.01
Anzug Thomas Widmer-Huber und Konsorten betreffend Konjunkturprogramm Basel-Stadt 200 Millionen mit Massnahmen zur Bekämpfung der Rezession durch Investition in eine nachhaltige Klimapolitik;https://grosserrat.bs.ch/?dnr=20.5215.03 23.0719.01
Schriftliche Anfrage Johannes Sieber betreffend geschlechtsspezifische Prävention gegen physische Gewalt;https://grosserrat.bs.ch/?dnr=23.5197.02
Schriftliche Anfrage David Trachsel betreffend die Auswirkungen des indirekten Gegenentwurfs zur Gletscher-Initiative auf den Kanton;https://grosserrat.bs.ch/?dnr=23.5133.02
Anzug Jessica Brandenburger und Konsorten betreffend Weiterbildungen für den Umgang mit LGBTIQ-feindlichen Aggressionen;https://grosserrat.bs.ch/?dnr=21.5476.02
Anzug Emmanuel Ullmann und Konsorten betreffend Einführung einer Bioabfall-Abfuhr und einer Energiegewinnung durch Vergärung;https://grosserrat.bs.ch/?dnr=12.5246.07
"Kantonale Volksinitative ""Basel baut Zukunft""";https://grosserrat.bs.ch/?dnr=20.1006.04 21.5511.03
"Anzug Daniel Sägesser und Konsorten betreffend Schaffung ""Trinationaler Cleantech-Cluster Region Basel"": Mehr Nachhaltigkeit und Branchendiversifikation für die Wirtschaft im Dreiländereck";https://grosserrat.bs.ch/?dnr=20.5159.02 23.0719.01
Anzug Michelle Lachenmeier und Konsorten betreffend Arbeitsbewilligung und Ausbildungsbeendigung für Asylsuchende bis zur tatsächlichen Ausreise;https://grosserrat.bs.ch/?dnr=19.5093.03
"Ratschlag ""Stärkung der Innovationsförderung Basel-Stadt 2023/24 bis 2030"" sowie Bericht zu vier Anzügen";https://grosserrat.bs.ch/?dnr=23.0719.01
Förderung der Ladeinfrastruktur in Parkhäusern und Parkierungsanlagen (Mit Teilrevisionen des Umweltschutzgesetzes Basel-Stadt und des Energiegesetzes);https://grosserrat.bs.ch/?dnr=23.0896.01
Anzug René Brigger und Konsorten betreffend Ergänzung der Bebauungspläne mit raumplanerischen Zielen;https://grosserrat.bs.ch/?dnr=19.5022.03
Anzug Erich Bucher und Konsorten betreffend Förderung und Ansiedlung von Firmen im Finanzdienstleistungsbereich;https://grosserrat.bs.ch/?dnr=20.5111.02 23.0719.01
Anzug René Brigger und Konsorten betreffend Definition preisgünstiger Wohnungsbau und Schaffung der gesetzlichen Grundlagen für Bebauungspläne;https://grosserrat.bs.ch/?dnr=21.5511.03 20.1006.04
Schriftliche Anfrage Eric Weber betreffend Basler Rheinschiffe;https://grosserrat.bs.ch/?dnr=23.5167.02
Motion der Umwelt, Verkehrs- und Energiekommission betreffend einem raschen Ausbau der Ladeinfrastruktur für E-Autos in Basel-Stadt;https://grosserrat.bs.ch/?dnr=21.5234.03 23.0896.01
Anzug Michael Hug und Konsorten betreffend Start-up Hub im Stadtzentrum;https://grosserrat.bs.ch/?dnr=21.5302.02 23.0719.01
"Gebäudeversicherung Basel-Stadt: Lagebericht und Jahresrechnung 2022; Genehmigung";https://grosserrat.bs.ch/?dnr=23.0811.01
Anzug Toya Krummenacher und Konsorten betreffend Fonds zur Förderung von Unternehmen/Startups aktiv im Bereich sozialer und ökologischer Nachhaltigkeit;https://grosserrat.bs.ch/?dnr=19.5581.03 23.0719.01
Motion Tobias Christ und Nicole Strahm-Lavanchy betreffend Bohrungen zur Gewinnung von Erdwärme auf Allmend für angrenzende Gebäude;https://grosserrat.bs.ch/?dnr=23.5050.02
Anzug Nora Bertschi und Konsorten betreffend Bio-Klappen;https://grosserrat.bs.ch/?dnr=14.5134.06
Schriftliche Anfrage Beda Baumgartner betreffend Häufigkeit und Anwendung des § 16 des Steuergesetzes;https://grosserrat.bs.ch/?dnr=23.5115.02
Ratschlag «Areal Zur Eiche» Zonenänderung, Festsetzung eines Bebauungsplans, Änderung Lärmempfindlichkeitsstufenplan, Änderung Wohnanteilplan sowie neue Bau- und Strassenlinien und neue Baugrenzen im Bereich Innerer Egliseeweg, Riehenstrasse, Säckingerstrasse, Laufenburgerstrasse (Areal Zur Eiche);https://grosserrat.bs.ch/?dnr=23.0506.01
Rechenschaftsbericht der Geschäftsprüfungskommission und Bericht zum Jahresbericht 2022 des Regierungsrats;https://grosserrat.bs.ch/?dnr=23.5305.02
Schriftliche Anfrage Jo Vergeat betreffend Lavabos an öffentlichen Recyclingstationen;https://grosserrat.bs.ch/?dnr=23.5374.01
Schriftliche Anfrage Jo Vergeat betreffend gesamtheitliche/s Areal-Organisation/-Management St. Jakobs-Areal;https://grosserrat.bs.ch/?dnr=23.5375.01
Anzug Melanie Nussbaumer und Konsorten betreffend Hebammengeleitete Geburtshilfe in den Spitälern;https://grosserrat.bs.ch/?dnr=23.5373.01
Schreiben der Finanzkommission betreffend Dringliche Ausgabenbewilligung «Neubau Naturhistorisches Museum Basel und Staatsarchiv Basel-Stadt (NMB & StABS), Ausführungsplanung der zusätzlichen Erdbebenertüchtigung des Widerlagergebäudes der Luzernerringbrücke»;https://grosserrat.bs.ch/?dnr=23.5368.01
Anzug Michela Seggiani und Konsorten betreffend Sitzungsräume für den Grossen Rat;https://grosserrat.bs.ch/?dnr=22.5223.02
Schriftliche Anfrage Johannes Sieber betreffend Auswirkungen der kantonalen Kulturförderung auf die Kunstfreiheit und das Kulturschaffen;https://grosserrat.bs.ch/?dnr=23.5369.01
Schriftliche Anfrage Joël Thüring betreffend «Nach Nein zu den Flüchtlings-Containerdörfern: Öffnet der Regierungsrat endlich die Zivilschutzanlagen oder will er die Quartierbevölkerung weiter belasten?»;https://grosserrat.bs.ch/?dnr=23.5371.01
Interpellation Nr. 98 Andrea Elisabeth Knellwolf betreffend Mehreinnahmen durch die Umsetzung der OECD-Mindeststeuer;https://grosserrat.bs.ch/?dnr=23.5370.01
Schriftliche Anfrage Pascal Pfister betreffend Monitoring von und Umgang mit Long Covid;https://grosserrat.bs.ch/?dnr=23.5364.01
Schriftliche Anfrage Pascal Pfister betreffend Lehre in überbetrieblichem Verbund;https://grosserrat.bs.ch/?dnr=23.5365.01
