Titel Geschäft;Link Dokument
Schriftliche Anfrage Sandra Bothe betreffend Umgang mit Hitzeperioden an Schulen;https://grosserrat.bs.ch/?dnr=23.5419.02
Interpellation Nr. 150 Joël Thüring betreffend mutmasslich antisemitische Vorfälle an der Universität, der FHNW, an Schulen und vom Kanton mitfinanzierten Institutionen;https://grosserrat.bs.ch/?dnr=23.5608.01
"Petition P466 ""Boulevard Tellplatz""";https://grosserrat.bs.ch/?dnr=23.5417.02
Schriftliche Anfrage Eric Weber betreffend Steuerzahler, die sich in Basel abmelden;https://grosserrat.bs.ch/?dnr=23.5483.02
"Wahl des Mitglieds des Ständerates vom 22. Oktober 2023; Validierung, Schreiben des RR";https://grosserrat.bs.ch/?dnr=23.1592.01
Anzug der Spezialkommission Klimaschutz betreffend Zielkonflikte zwischen Regulationen und Klimaschutz;https://grosserrat.bs.ch/?dnr=21.5743.02
Anzug Lukas Faesch und Konsorten betreffend Abschaffung der metallenen Registrierungsmarke bei Hunden;https://grosserrat.bs.ch/?dnr=21.5647.02
Schriftliche Anfrage Eric Weber betreffend Klimafitte Pflanzen wählen;https://grosserrat.bs.ch/?dnr=23.5486.02
Umsetzung eines neuen Angebots zur freiwilligen Begleitung und Befähigung - Ausgabenbewilligung für die Jahre 2024 bis 2028;https://grosserrat.bs.ch/?dnr=23.1351.01
Interpellation Nr. 149 Beat K. Schaller betreffend einseitige Politpropaganda von staatlich finanzierten Institutionen;https://grosserrat.bs.ch/?dnr=23.5604.01
Anzug Oliver Thommen und Konsorten betreffend Wahlmaterial-Kakophonie;https://grosserrat.bs.ch/?dnr=23.5602.01
Interpellation Nr. 148 Pascal Messerli betreffend neuer Direktor der Kunsthalle Basel - Ein mutmasslicher Israelhasser an der Spitze eines vom Kanton alimentierten Betriebs?;https://grosserrat.bs.ch/?dnr=23.5603.01
Schriftliche Anfrage Eric Weber betreffend Ungebührliches Verhalten im Wahlzentrum Mustermesse Basel;https://grosserrat.bs.ch/?dnr=23.5599.01
Schriftliche Anfrage René Brigger in Sachen Publikumsnutzungen im obersten Vollgeschoss des Hochhauses Claraturm;https://grosserrat.bs.ch/?dnr=23.5595.01
Schriftliche Anfrage Eric Weber betreffend Panne im Wahlbüro;https://grosserrat.bs.ch/?dnr=23.5596.01
Schriftliche Anfrage Eric Weber betreffend wie teuer kam der Polizei-Einsatz vom 21. Oktober 2023;https://grosserrat.bs.ch/?dnr=23.5598.01
Schriftliche Anfrage Eric Weber betreffend ältere Angestellte beim Kanton Basel-Stadt: Werden diese raus gedrängt?;https://grosserrat.bs.ch/?dnr=23.5597.01
Anzug Eric Weber betreffend FC Basel Meister Tram bei der BVB;https://grosserrat.bs.ch/?dnr=23.5589.01
Anzug Eric Weber betreffend Fahnen und Partei-Fahnen-Ständer sind nicht erlaubt im Wahlzentrum;https://grosserrat.bs.ch/?dnr=23.5588.01
Schriftliche Anfrage Christine Keller betreffend Flugvorführungen in Basel;https://grosserrat.bs.ch/?dnr=23.5594.01
"Motion Nicole Kuster und Konsorten betreffend ""Kontakt- und Anlaufstelle Dreispitz"" und die Nähe zum geplanten Primarschulhaus Walkeweg und Kindergarten an der Münchensteinerstrasse 101";https://grosserrat.bs.ch/?dnr=23.5585.01
Erneuerung des Staatsbeitrags an Basel Tourismus für die Jahre 2024 bis 2027;https://grosserrat.bs.ch/?dnr=23.0940.01
Schriftliche Anfrage Philip Karger betreffend «KMU-Strategie» im Kanton Basel-Stadt;https://grosserrat.bs.ch/?dnr=23.5593.01
"Motion Beat Leuthardt und Konsorten betreffend ""Besserer Bahnhofplatz für uns alle"". Keine Querfahrten mehr vor dem Bahnhofgebäude und erst noch ein flexibleres Tramnetz";https://grosserrat.bs.ch/?dnr=19.5023.03
Teilrevision des Gesundheitsgesetzes vom 21. September 2011 (GesG) betreffend Zulassung von Leistungserbringern zur Tätigkeit zulasten der obligatorischen Krankenpflegeversicherung;https://grosserrat.bs.ch/?dnr=23.0859.01
Motion Bruno Lötscher-Steiger und Konsorten betreffend Abbau von Hindernissen bei der Förderung von Photovoltaikinstallationen in den historischen Ortskernen von Basel, Riehen und Bettingen;https://grosserrat.bs.ch/?dnr=23.5591.01
Anzug Jérôme Thiriet und Konsorten betreffend Korrektur von Marktverzerrungen für Solarmodul-Produzentinnen bei der Solaroffensive;https://grosserrat.bs.ch/?dnr=23.5587.01
Schriftliche Anfrage Bruno Lötscher-Steiger betreffend Hochschule für Informatik muss nach Basel;https://grosserrat.bs.ch/?dnr=23.5432.02
Anzug Mahir Kabakci und Konsorten betreffend die rechtliche Nichtdiskriminierung der ausländischen Bevölkerung im Kanton Basel-Stadt durch Wohnbaugenossenschaften auf Land des Kantons;https://grosserrat.bs.ch/?dnr=21.5490.02
Anzug Oliver Thommen und Konsorten betreffend ein Rathaushof mit Aufenthaltsqualität;https://grosserrat.bs.ch/?dnr=23.5592.01
Anzug Andrea Strahm und Andrea Elisabeth Knellwolf betreffend Überwachung der Gebühren gemäss NörV;https://grosserrat.bs.ch/?dnr=21.5839.02
Motion Luca Urgese und Konsorten betreffend fairen Wettbewerb zwischen kantonalen Unternehmen und Privaten stärken;https://grosserrat.bs.ch/?dnr=23.5590.01
Motion Melanie Eberhard und Konsorten für eine verbindliche Kooperation der Spitäler der Kantone Basel-Stadt und Basel-Landschaft;https://grosserrat.bs.ch/?dnr=23.5586.01
Anzug Jörg Vitelli und Konsorten betreffend öV-Erschliessung der Nordspitze Dreispitz und Gundeldingen;https://grosserrat.bs.ch/?dnr=18.5165.04
Schriftliche Anfrage Sandra Bothe betreffend der Teilautonomie an Schulen: Harmonisierung, Belastung, Grenzen;https://grosserrat.bs.ch/?dnr=23.5412.02
Schriftliche Anfrage Oliver Thommen betreffend Wasserzyklus im Städtebau;https://grosserrat.bs.ch/?dnr=23.5411.02
Motion Patricia von Falkenstein und Konsorten betreffend Intensivierung der Sprachförderung vor dem Kindergarteneintritt;https://grosserrat.bs.ch/?dnr=19.5096.04 23.0318.02
Änderung des Gesetzes betreffend Förder- und Hilfeleistungen für Kinder und Jugendliche (Kinder- und Jugendgesetz, KJG);https://grosserrat.bs.ch/?dnr=23.0318.02
Rücktritt von Christian von Wartburg als Mitglied des Grossen Rates per 8. Dezember 2023;https://grosserrat.bs.ch/?dnr=23.5584.01
"Programm zur Dickdarmkrebs-Vorsorge sowie zum Mammografie-Screening mit dem Verein Krebsliga beider Basel im Kanton Basel-Stadt für die Jahre 2024-2027; Vertragsgenehmigung und Ausgabenbewilligung";https://grosserrat.bs.ch/?dnr=23.1223.02
Schreiben des RR betreffend Ausgabenbewilligung für Staatsbeiträge an den Verein Diakonische Stadtarbeit Elim für das Angebot Hey-U Intensiv - Unterbringung von Menschen mit schwerer Substanzabhängigkeit und psychischer Erkrankung mit/ohne Fürsorgerische Unterbringung für die Jahre 2024 bis 2027;https://grosserrat.bs.ch/?dnr=23.1189.02
Ausgabenbewilligung für die Realisierung des Projekts SomPsyNet (Prävention psychosozialer Belastungsfolgen in der Somatik) für die Jahre 2024 und 2025;https://grosserrat.bs.ch/?dnr=23.1344.02
"Staatsbeiträge an vier Trägerschaften im Suchthilfebereich des Kantons Basel-Stadt für die Jahre 2024 bis 2027; Staatsbeiträge an die Trägerschaften Stiftung Suchthilfe Region Basel, Stiftung Sucht, Stiftung Blaues Kreuz/MUSUB beider Basel und Verein frau sucht gesundheit";https://grosserrat.bs.ch/?dnr=23.1357.02
Schriftliche Anfrage Amina Trevisan betreffend Übertrittskriterien von der 6. Klasse (Primarstufe) in einen der drei Sekundar-Züge (Sekundarstufe);https://grosserrat.bs.ch/?dnr=23.5582.01
Ratschlag «Areal F. Hoffmann-La Roche AG - Bebauungsplan Grenzacherstrasse (Südareal)» sowie Zweite Grundsatzvereinbarung zwischen dem Regierungsrat des Kantons Basel-Stadt und der F. Hoffmann-La Roche AG;https://grosserrat.bs.ch/?dnr=23.1509.01
Motion Raphael Fuhrer und Konsorten betreffend keine finanziellen Fehlanreize für Fahrzeuge mit übermässigem Verbrauch von Ressourcen: Anpassung der Motorfahrzeugsteuer;https://grosserrat.bs.ch/?dnr=23.5581.01
Motion Daniel Seiler und Konsorten betreffend Anpassung der Wohnschutzbestimmungen im Bereich des Stockwerkeigentums;https://grosserrat.bs.ch/?dnr=23.5572.01
Motion Niggi Daniel Rechsteiner und Konsorten betreffend Anpassung der Wohnschutzbestimmungen im Bereich der energetischen Sanierungen;https://grosserrat.bs.ch/?dnr=23.5573.01
Motion Pascal Messerli und Konsorten betreffend Anpassung der Wohnschutzbestimmungen im Bereich Wohnschutzkommission;https://grosserrat.bs.ch/?dnr=23.5574.01
Anzug Tobias Christ und Konsorten für eine verbesserte und sicherere Veloverbindung vom Neubad Richtung Innenstadt und Bahnhof SBB;https://grosserrat.bs.ch/?dnr=23.5578.01
Motion Andrea Elisabeth Knellwolf und Konsorten betreffend Definition Wohnungsnot;https://grosserrat.bs.ch/?dnr=23.5575.01
"Petition P473 ""Für ein Ackermätteli ohne Schulprovisorium";https://grosserrat.bs.ch/?dnr=23.5580.01
Anzug Philip Karger und Konsorten betreffend Antisemitismusbekämpfung mittels Sichtbarkeit der Geschichte der Juden in Basel;https://grosserrat.bs.ch/?dnr=23.5571.01
Motion Michael Hug und Konsorten betreffend Anpassung der Wohnschutzbestimmungen in Bezug auf das Bewilligungsverfahren;https://grosserrat.bs.ch/?dnr=23.5576.01
Anzug Anouk Feurer und Konsorten betreffend Antisemitismusprävention an allen Sekundarschulen;https://grosserrat.bs.ch/?dnr=23.5570.01
Schriftliche Anfrage Franziska Roth betreffend Anlegestelle für Kulturschiffe;https://grosserrat.bs.ch/?dnr=23.5579.01
Anzug Christian C. Moesch und Konsorten betreffend Drohnen statt Helikopter - für eine ökonomischere und ökologischere Kantonspolizei;https://grosserrat.bs.ch/?dnr=23.5577.01
"Kantonale Volksinitiative betreffend «Erhalt des Musical Theater Basel»; Bericht des RR zur rechtlichen Zulässigkeit und zum weiteren Vorgehen";https://grosserrat.bs.ch/?dnr=23.1354.01
Anzug Barbara Heer und Konsorten betreffend Anti-Diskriminierungsmassnahmen zum Thema Betteln, Schreiben des RR;https://grosserrat.bs.ch/?dnr=21.5514.02
Anzug Christian von Wartburg und Konsorten betreffend Verbesserung der Veloverkehrssicherheit, Schreiben des RR;https://grosserrat.bs.ch/?dnr=21.5431.02
Schriftliche Anfrage Andrea Elisabeth Knellwolf betreffend Mitnahme von Velos in Tram und Bus BVB/BLT;https://grosserrat.bs.ch/?dnr=23.5430.02
Schriftliche Anfrage Eric Weber betreffend wie sagt der Kanton den Kippen den Kampf an;https://grosserrat.bs.ch/?dnr=23.5484.02
Anzug Luca Urgese und Christian von Wartburg betreffend attraktive Gestaltung des Marktplatzes;https://grosserrat.bs.ch/?dnr=22.5124.02
Anzug Pascal Pfister und Konsorten betreffend Strategie gegen Einsamkeit, Schreiben des RR;https://grosserrat.bs.ch/?dnr=21.5646.02
Anzug Claudia Baumgartner und Konsorten betreffend übermässige Vermehrung von Freigängerkatzen / Tierwohl für Streunerkatzen, Schreiben des RR;https://grosserrat.bs.ch/?dnr=21.5630.02
Anzug Olivier Battaglia und Beat von Wartburg betreffend Digitalisierung der Bildungsvermittlung auf allen Stufen, Schreiben des RR;https://grosserrat.bs.ch/?dnr=21.5580.02
Bericht der BKK betreffend Fristverlängerung Kantonale Volksinitiative «für mehr Musikvielfalt»;https://grosserrat.bs.ch/?dnr=22.0980.03
Anzug der Spezialkommission Klimaschutz betreffend Netto-Null-Konzept für die Verwaltung;https://grosserrat.bs.ch/?dnr=21.5746.02
Anzug der Spezialkommission Klimaschutz betreffend Stärkung des Forschungsstandorts im Bereich Klima;https://grosserrat.bs.ch/?dnr=21.5753.02
Anzug Dominique König-Lüdin und Konsorten betreffend die Lärmschutzmassnahmen entlang der Osttangente;https://grosserrat.bs.ch/?dnr=10.5242.07
Anzug der Spezialkommission Klimaschutz betreffend Wissenstransfer zwischen Wissenschaft und Politik;https://grosserrat.bs.ch/?dnr=21.5754.02
Anzug Michael Hug und Tobias Christ betreffend freiwillige Abgabe auf Flugtickets und CO2-Reduktionen am EAP fördern, Schreiben des RR;https://grosserrat.bs.ch/?dnr=21.5529.02
Neunter Bericht über die Leistungs-, Kosten- und Prämienentwicklung sowie die Massnahmen zur Dämpfung der Höhe der Gesundheitskosten gemäss § 67 Abs. 2 des Gesundheitsgesetzes;https://grosserrat.bs.ch/?dnr=23.1505.01
"Areal Horburg Dreirosen; Festsetzung eines Bebauungsplans sowie Abweisung von Einsprachen im Bereich Horburgstrasse, Müllheimerstrasse, Badenweilerstrasse und Wiesenschanzenweg (Areal Horburg Dreirosen), Bericht der BRK";https://grosserrat.bs.ch/?dnr=22.0704.02
Rücktritt von Kathrin Giovannone als Präsidentin am Strafgericht per 31. Dezember 2024;https://grosserrat.bs.ch/?dnr=23.5569.01
Rücktritt von Susanne Nese als Präsidentin am Strafgericht per 31. Dezember 2024;https://grosserrat.bs.ch/?dnr=23.5568.01
Interpellation Nr. 140 Annina von Falkenstein betreffend Fehlleistungen der Staatskanzlei bei den National- und Ständeratswahlen;https://grosserrat.bs.ch/?dnr=23.5558.01
Schriftliche Anfrage Michela Seggiani betreffend Eislaufflächen ohne Eis;https://grosserrat.bs.ch/?dnr=23.5567.01
Interpellation Nr. 143 Pascal Messerli betreffend «Asylnotstand im Kanton Basel-Stadt?»;https://grosserrat.bs.ch/?dnr=23.5561.01
Bericht der Regiokommission zur grenzüberschreitenden Zusammenarbeit 2021 - Mitte 2023;https://grosserrat.bs.ch/?dnr=23.5563.01
Interpellation Nr. 147 Lisa Mathys betreffend radikales Demoverbot kostet Basel Ansehen - und viel Geld;https://grosserrat.bs.ch/?dnr=23.5566.01
Interpellation Nr. 146 Joël Thüring betreffend Grüsel-Belag! Wird der millionenteure und bereits verdreckte Belag in der Freien Strasse einfach so akzeptiert?, Schriftliche Beantwortung;https://grosserrat.bs.ch/?dnr=23.5565.01
Interpellation Nr. 145 Raffaela Hanauer betreffend Rechtsstaatlichkeit des radikalen Demoverbotes der Kantonspolizei Basel-Stadt;https://grosserrat.bs.ch/?dnr=23.5564.01
Interpellation Nr. 142 Nicola Geopfert betreffend «erneute Grundrechtseinschränkung durch Repression und polizeiliche Eskalation»;https://grosserrat.bs.ch/?dnr=23.5560.01
Interpellation Nr. 141 Beda Baumgartner betreffend unwürdige Unterbringung von geflüchteten Menschen in Basel-Stadt;https://grosserrat.bs.ch/?dnr=23.5559.01
Interpellation Nr. 144 Ivo Balmer betreffend drohende Insolvenz der Signa-Gruppe und mögliche Auswirkungen auf den Globus-Neubau in Basel;https://grosserrat.bs.ch/?dnr=23.5562.01
Interpellation Nr. 139 Andrea Strahm betreffend Erschliessung von Grossbasel mit Fernwärme bis zur Kantons- resp. Landesgrenze;https://grosserrat.bs.ch/?dnr=23.5557.01
Anzug Joël Thüring und Konsorten betreffend Schaffung einer Beratungs- und Präventionsstelle für Menschen mit pädophilen Neigungen;https://grosserrat.bs.ch/?dnr=21.5497.02
Schriftliche Anfrage Andrea Elisabeth Knellwolf betreffend Stausituation St. Alban-Anlage / Zürcherstrasse;https://grosserrat.bs.ch/?dnr=23.5409.02
Ratschlag betreffend Ausgabenbewilligung für Staatsbeiträge für 20 Trägerschaften der Quartierarbeit in den Jahren 2024 bis 2027;https://grosserrat.bs.ch/?dnr=23.0849.02
Anzug Mustafa Atici und Konsorten betreffend Zukunft der Kunsteisbahn Margarethen, Zwischenbericht des RR;https://grosserrat.bs.ch/?dnr=15.5249.05 19.1663.03
Anzug Luca Urgese und Christoph Hochuli betreffend nachhaltige Bekämpfung von illegalen Sprayereien im öffentlichen Raum, Schreiben des RR;https://grosserrat.bs.ch/?dnr=22.5084.02
Schriftliche Anfrage Heidi Mück betreffend Pick-e-Bike in Kleinhüningen / Klybeck;https://grosserrat.bs.ch/?dnr=23.5402.02
Anzug Harald Friedl und Konsorten betreffend Einrichtung eines Stadttaubenkonzepts;https://grosserrat.bs.ch/?dnr=22.5040.02
Motion der Justiz-, Sicherheits- und Sportkommission sowie der Bau- und Raumplanungskommission zum Sanierungsprojekt Kunsteisbahn Margarethen, Zwischenbericht des RR;https://grosserrat.bs.ch/?dnr=22.5065.03
Interpellation Nr. 135 Tim Cuénod betreffend der Öffnung des Gartenbades St. Jakob (Sportbad) Ende September / Anfang Oktober;https://grosserrat.bs.ch/?dnr=23.5527.02
Anzug Jérôme Thiriet und Konsorten betreffend Veloführung an der Kreuzung Am Wiesengriener - Weilstrasse, Schreiben des RR;https://grosserrat.bs.ch/?dnr=21.5739.02
"Schriftliche Anfrage Andrea Elisabeth Knellwolf betreffend ""Bussen-Falle"" Autobahnauffahrt St. Jakobstrasse";https://grosserrat.bs.ch/?dnr=23.5408.02
Interpellation Nr. 138 Eric Weber betreffend Bau-Sicherheit im Grossen Rat, Schriftliche Beantwortung;https://grosserrat.bs.ch/?dnr=23.5556.01
Interpellation Nr. 123 Mahir Kabakci betreffend die Sicherheitssituation im Kleinbasel;https://grosserrat.bs.ch/?dnr=23.5469.02
Interpellation Nr. 124 Eric Weber betreffend Gewalt in Freibädern in Basel;https://grosserrat.bs.ch/?dnr=23.5470.02
"Anzug Andrea Elisabeth Knellwolf und Konsorten betreffend ""EU-Filiale"" der Universität Basel am «Oberrhein», Schreiben des RR";https://grosserrat.bs.ch/?dnr=21.5625.02
Interpellation Nr. 122 Lydia Isler-Christ betreffend Haltung des Regierungsrats zur Anpassung der Tarifstruktur für ambulante Physiotherapie;https://grosserrat.bs.ch/?dnr=23.5468.02
Interpellation Nr. 128 Niggi Daniel Rechsteiner betreffend Wirksamkeit der Vier-Säulen-Politik;https://grosserrat.bs.ch/?dnr=23.5501.02
Interpellation Nr. 126 Anina Ineichen betreffend Sofortmassnahmen im Solarausbau;https://grosserrat.bs.ch/?dnr=23.5488.02
"Stand und Entwicklung der Immissionen nichtionisierender Strahlung (NIS) 2010/2011; Jährliche Berichterstattung an den Grossen Rat gemäss § 19b Umweltschutzgesetz Basel-Stadt (USG BS)";https://grosserrat.bs.ch/?dnr=12.1105.07
Ratschlag betreffend Ausgabenbewilligung für die Gesamtsanierung der Kunsteisbahn Margarethen, Zwischenbericht des RR;https://grosserrat.bs.ch/?dnr=19.1663.03
Bericht über den Stand der Bemühungen zur Verminderung der Fluglärmbelastung in den Jahren 2021 und 2022 Partnerschaftliches Geschäft;https://grosserrat.bs.ch/?dnr=23.1480.01
Interpellation Nr. 132 Daniel Seiler betreffend Beschwerde des Kantons Basel-Stadt sowie der Einwohnergemeinde der Stadt Basel gegen die Verkehrsanordnung der Kantonspolizei Basel-Landschaft in der Rheinstrasse zwischen Augst und Pratteln;https://grosserrat.bs.ch/?dnr=23.5521.02
Anzug Sarah Wyss und Konsorten betreffend Quartiertreffpunkt im Quartier behalten, Schreiben des RR;https://grosserrat.bs.ch/?dnr=19.5342.03
Anzug Salome Hofer und Konsorten betreffend grosszügiges «Uusestuehle» langfristig ermöglichen, Schreiben des RR;https://grosserrat.bs.ch/?dnr=21.5709.02
Motion Nicole Amacher und Konsorten betreffend Lohngleichheit: Lohngleichheitsanalysen für Unternehmen ab 50 Mitarbeitenden;https://grosserrat.bs.ch/?dnr=19.5271.04 22.0834.01
Ratschlag zum Gesetz betreffend Lohngleichheitsanalysen (Lohngleichheitsanalysengesetz, LAG);https://grosserrat.bs.ch/?dnr=22.0834.01
Staatsbeitrag für die Initiative «CLINNOVA - Innovation in Healthcare» für die Jahre 2024 bis 2026»;https://grosserrat.bs.ch/?dnr=23.0958.01
Interpellation Nr. 137 Christian C. Moesch betreffend Darlehen des Kantons sowie Gesamtfinanzierung zur baulichen Entwicklung des Universitätsspitals Basel (Campus Gesundheit);https://grosserrat.bs.ch/?dnr=23.5555.01
"Petition P472 ""Kumm guet haim! - Für ein sicheres Basel""";https://grosserrat.bs.ch/?dnr=23.5554.01
Ratschlag III zur Umsetzung des Bundesgesetzes zur Behindertengleichstellung (BehiG) auf dem Tram- und Busnetz des Kantons Basel-Stadt Ausgabenbewilligungen für Gesamtkoordination, Planung und Projektierung für die Jahre 2023 bis 2028 sowie Statusbericht per Ende 2021;https://grosserrat.bs.ch/?dnr=23.0740.02
Motion Jo Vergeat und Konsorten betreffend Einführung einer Klimafolgenabschätzung für klimarelevante Geschäfte im Grossen Rat, Bericht der UVEK;https://grosserrat.bs.ch/?dnr=19.5097.05 21.1729.03
Anzug Thomas Grossenbacher und Konsorten betreffend Basel wächst grün;https://grosserrat.bs.ch/?dnr=21.5018.03
Leistungsvereinbarungen 2023 mit der BVB: Nachtragskredit betreffend Erhöhung des Globalbudgets Öffentlicher Verkehr 2023 zur Deckung der teuerungsbedingten Mehrkosten im Öffentlichen Verkehr;https://grosserrat.bs.ch/?dnr=23.1417.01
Schriftliche Anfrage Brigitte Gysin betreffend Verbesserung der Sicherheit an der Allmendstrasse;https://grosserrat.bs.ch/?dnr=23.5551.01
"Schriftliche Anfrage Joël Thüring betreffend ""mit Steuergeldern alimentierte Genderwahnsinn-Veranstaltungen an der Fachhochschule Nordwestschweiz""";https://grosserrat.bs.ch/?dnr=23.5552.01
Einführung einer Klimawirkungsabschätzung, Bericht der UVEK;https://grosserrat.bs.ch/?dnr=21.1729.03
"Stiftung für preisgünstigen Wohnraum; Geschäftsbericht und Jahresrechnung 2022";https://grosserrat.bs.ch/?dnr=23.1060.01
Ratschlag betreffend Bewilligung von Staatsbeiträgen an den Verein LiteraturBasel für die Jahre 2024 bis 2027;https://grosserrat.bs.ch/?dnr=23.1342.01
Ratschlag BaselArea: Ausrichtung von Betriebsbeiträgen für die Jahre 2024 bis 2027;https://grosserrat.bs.ch/?dnr=23.1308.01
"Petition P471 ""Ausbau und Erweiterung der Workout-Anlage im Dreirosenpark Basel""";https://grosserrat.bs.ch/?dnr=23.5553.01
"Petition P470 ""Umnutzung leere Bürogebäude zu Wohnraum""";https://grosserrat.bs.ch/?dnr=23.5549.01
Schriftliche Anfrage Johannes Sieber betreffend die Pressefreiheit in Basel-Stadt;https://grosserrat.bs.ch/?dnr=23.5550.01
Rücktritt von René Ernst als Vorsitzender Präsident des Strafgerichtes per 31. Dezember 2024;https://grosserrat.bs.ch/?dnr=23.5548.01
Ratschlag des Gerichtsrates betreffend Zuwahl gemäss § 29 GOG im Sinne temporären Erhöhung der Pensen von Dr. iur. Dorrit Schleiminger und lic. iur. Dominik Kiener aufgrund der gesundheitlichen Beeinträchtigung der Arbeitsfähigkeit zweier Präsidienmitglieder am Strafgericht Basel-Stadt;https://grosserrat.bs.ch/?dnr=23.5519.01
Motion Jessica Brandenburger und Konsorten betreffend ganzheitliche Sexualaufklärung im Kanton Basel-Stadt;https://grosserrat.bs.ch/?dnr=23.5543.01
Anzug Beat K. Schaller und Konsorten betreffend Spenden statt Entsorgen, Pilotprojekt in Entsorgungsstellen;https://grosserrat.bs.ch/?dnr=23.5546.01
Anzug Anina Ineichen und Konsorten betreffend eine sichere Veloverbindung zwischen Rankhof und Wettsteinplatz;https://grosserrat.bs.ch/?dnr=23.5547.01
Motion Tobias Christ und Konsorten betreffend ein gesundes Stadtklima;https://grosserrat.bs.ch/?dnr=23.5544.01
Motion Tobias Christ und Konsorten betreffend eine zukunftsfähige Mobilität;https://grosserrat.bs.ch/?dnr=23.5545.01
Motion Pascal Pfister und Konsorten betreffend Freiwilligen-Projekte gegen Einsamkeit unterstützen;https://grosserrat.bs.ch/?dnr=23.5542.01
Schriftliche Anfrage Christoph Hochuli betreffend Installation von Notfalltreffpunkten im Kanton Basel-Stadt;https://grosserrat.bs.ch/?dnr=23.5536.01
Schriftliche Anfrage Eric Weber betreffend Gäste-Liste zur Ständerats-Präsidenten Feier in Basel;https://grosserrat.bs.ch/?dnr=23.5538.01
Anzug Jean-Luc Perret und Konsorten betreffend Anpassung der Förderbeiträge für erneuerbare Heizlösungen;https://grosserrat.bs.ch/?dnr=23.5531.01
Anzug Luca Urgese und Konsorten betreffend Velospur in der St. Jakobs-Strasse;https://grosserrat.bs.ch/?dnr=23.5532.01
Anzug Eric Weber betreffend schöner Bahnhofs-Vorplatz Basel SBB;https://grosserrat.bs.ch/?dnr=23.5540.01
"Anzug Heidi Mück und Konsorten betreffend Erweiterung der Zielgruppe für Drug Checking im Rahmen von ""Safer Dance Basel"" und dem Drogeninformationszentrum ""DIBS""";https://grosserrat.bs.ch/?dnr=23.5534.01
Interpellation Nr. 136, Beat K. Schaller betreffend das traurige Bestattungswesen von Basel, Schriftliche Beantwortung;https://grosserrat.bs.ch/?dnr=23.5541.01
Anzug Catherine Alioth und Konsorten betreffend die Umsetzung der Berufs-, Studien- und Laufbahnberatung während desMaturitätslehrgangs gemäss Maturitätsanerkennungsverordnung (MAV);https://grosserrat.bs.ch/?dnr=23.5539.01
Schriftliche Anfrage Fina Girard betreffend reproduktive Gesundheit und perinatale Versorgung von asylsuchenden Frauen;https://grosserrat.bs.ch/?dnr=23.5529.01
Anzug Beat K. Schaller und Konsorten betreffend der Kannenfeldpark soll wieder eine Erholungszone sein;https://grosserrat.bs.ch/?dnr=23.5533.01
Schriftliche Anfrage Jean-Luc Perret zur Nachhaltigkeit von Erdwärmesonden;https://grosserrat.bs.ch/?dnr=23.5537.01
Anzug Jean-Luc Perret und Konsorten betreffend einwandfreie Tramwartehallen erhalten statt verschrotten;https://grosserrat.bs.ch/?dnr=23.5530.01
Anzug Brigitte Gysin und Konsorten betreffend Prävention Verkehrssicherheit für Velofahrer:innen, Schreiben des RR;https://grosserrat.bs.ch/?dnr=21.5429.02
Anzug Martina Bernasconi und Konsorten betreffend Aufhebung des Kleinklassenverbots;https://grosserrat.bs.ch/?dnr=19.5264.04 23.1410.01
Motion Franziska Roth und Konsorten betreffend ergänzende Massnahmen zur Umsetzung des Auftrages der integrativen Schule;https://grosserrat.bs.ch/?dnr=20.5343.03 23.1410.01
Schriftliche Anfrage Michael Hug betreffend Begrünungsmassnahmen von Brücken;https://grosserrat.bs.ch/?dnr=23.5396.02
Schriftliche Anfrage Sandra Bothe betreffend zur Entwicklung einer evidenzbasierten kantonalen Digitalisierungsstrategie für die Zukunft des Lernens an den Schulen von Basel-Stadt;https://grosserrat.bs.ch/?dnr=23.5403.02
"Anpassung des Schulgesetzes vom 4. April 1929; Änderung §63b Förderangebote";https://grosserrat.bs.ch/?dnr=23.1410.01
Anzug der Bildungs- und Kulturkommission betreffend Abgeltung an die Museen für Schulklassenbesuche;https://grosserrat.bs.ch/?dnr=20.5252.03
Anzug der Gesundheits- und Sozialkommission betreffend Schaffung von «Sozialen Anstellungen» innerhalb der kantonalen Verwaltung und kantonsnahen Betrieben bei erfolgreicher Integration, Schreiben des RR;https://grosserrat.bs.ch/?dnr=20.5268.03
Anzug Michela Seggiani und Konsorten betreffend Einsetzung einer regierungsrätlichen Klimakommission in Basel-Stadt;https://grosserrat.bs.ch/?dnr=21.5488.02
"Kantonale Volksinitiative ""für den Ausbau der separativen Angebote an der integrativen Schule Basel-Stadt (Förderklassen-Initiative)""";https://grosserrat.bs.ch/?dnr=22.1303.03 23.1410.01
Resolution betreffend Solidarität mit Israel und der jüdischen Glaubensgemeinschaft;https://grosserrat.bs.ch/?dnr=23.5528.01
Bewilligung von Staatsbeiträgen im Bereich Basler Clubförderung für die Jahre 2023-2026;https://grosserrat.bs.ch/?dnr=23.0398.02
Interpellation Nr. 134 Luca Urgese betreffend Software-Probleme bei der Steuerrechnung;https://grosserrat.bs.ch/?dnr=23.5526.01
Schriftliche Anfrage Niggi Daniel Rechsteiner betreffend Einrichten eines institutionalisierten Hotspot-Managements;https://grosserrat.bs.ch/?dnr=23.5525.01
